Capture IP Address Packets

03:26:30.950798 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 745664:745820, ack 361, win 4063, length 156
03:26:31.249787 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1454244:1454400, ack 721, win 4063, length 156
03:26:31.249813 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1454400:1454556, ack 721, win 4063, length 156
03:26:31.249838 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1454556:1454712, ack 721, win 4063, length 156
03:26:31.249868 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1454712:1454868, ack 721, win 4063, length 156
03:26:31.249896 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1454868:1455024, ack 721, win 4063, length 156
03:26:31.249921 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1455024:1455180, ack 721, win 4063, length 156
03:26:31.249947 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1455180:1455336, ack 721, win 4063, length 156
03:26:31.249972 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1455336:1455492, ack 721, win 4063, length 156
03:26:31.249998 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1455492:1455648, ack 721, win 4063, length 156
03:26:31.250024 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1455648:1455804, ack 721, win 4063, length 156
03:26:31.250049 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1455804:1455960, ack 721, win 4063, length 156
03:26:31.250087 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1455960:1456116, ack 721, win 4063, length 156
03:26:31.250113 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1456116:1456272, ack 721, win 4063, length 156
03:26:31.250138 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1456272:1456428, ack 721, win 4063, length 156
03:26:31.250164 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1456428:1456584, ack 721, win 4063, length 156
03:26:31.250190 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1456584:1456740, ack 721, win 4063, length 156
03:26:31.250214 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1456740:1456896, ack 721, win 4063, length 156
03:26:31.250241 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1456896:1457052, ack 721, win 4063, length 156
03:26:31.250271 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1457052:1457208, ack 721, win 4063, length 156
03:26:31.250297 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1457208:1457364, ack 721, win 4063, length 156
03:26:31.250323 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1457364:1457520, ack 721, win 4063, length 156
03:26:31.250347 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1457520:1457676, ack 721, win 4063, length 156
03:26:31.250374 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1457676:1457832, ack 721, win 4063, length 156
03:26:31.250392 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [P.], seq 721:757, ack 1428980, win 2064, length 36
03:26:31.250416 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [.], ack 757, win 4063, length 0
03:26:31.250438 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1457832:1458108, ack 757, win 4063, length 276
03:26:31.250475 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1458108:1458360, ack 757, win 4063, length 252
03:26:31.250500 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1458360:1458516, ack 757, win 4063, length 156
03:26:31.250524 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1458516:1458672, ack 757, win 4063, length 156
03:26:31.250550 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1458672:1458828, ack 757, win 4063, length 156
03:26:31.250575 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1458828:1458984, ack 757, win 4063, length 156
03:26:31.250604 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1458984:1459140, ack 757, win 4063, length 156
03:26:31.250635 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1459140:1459296, ack 757, win 4063, length 156
03:26:31.250661 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1459296:1459452, ack 757, win 4063, length 156
03:26:31.250689 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1459452:1459608, ack 757, win 4063, length 156
03:26:31.250716 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1459608:1459764, ack 757, win 4063, length 156
03:26:31.250741 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1459764:1459920, ack 757, win 4063, length 156
03:26:31.250768 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1459920:1460076, ack 757, win 4063, length 156
03:26:31.250793 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1460076:1460232, ack 757, win 4063, length 156
03:26:31.250824 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1460232:1460388, ack 757, win 4063, length 156
03:26:31.250853 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1460388:1460544, ack 757, win 4063, length 156
03:26:31.250878 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1460544:1460700, ack 757, win 4063, length 156
03:26:31.250905 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1460700:1460856, ack 757, win 4063, length 156
03:26:31.250929 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1460856:1461012, ack 757, win 4063, length 156
03:26:31.250956 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1461012:1461168, ack 757, win 4063, length 156
03:26:31.250982 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1461168:1461324, ack 757, win 4063, length 156
03:26:31.251011 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1461324:1461480, ack 757, win 4063, length 156
03:26:31.251038 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1461480:1461636, ack 757, win 4063, length 156
03:26:31.251063 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1461636:1461792, ack 757, win 4063, length 156
03:26:31.251089 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1461792:1461948, ack 757, win 4063, length 156
03:26:31.251116 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1461948:1462104, ack 757, win 4063, length 156
03:26:31.251140 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1462104:1462260, ack 757, win 4063, length 156
03:26:31.251167 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1462260:1462416, ack 757, win 4063, length 156
03:26:31.251191 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1462416:1462572, ack 757, win 4063, length 156
03:26:31.251223 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1462572:1462728, ack 757, win 4063, length 156
03:26:31.251251 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1462728:1462884, ack 757, win 4063, length 156
03:26:31.251276 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1462884:1463040, ack 757, win 4063, length 156
03:26:31.251302 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1463040:1463196, ack 757, win 4063, length 156
03:26:31.251327 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1463196:1463352, ack 757, win 4063, length 156
03:26:31.251353 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1463352:1463508, ack 757, win 4063, length 156
03:26:31.251380 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1463508:1463664, ack 757, win 4063, length 156
03:26:31.251410 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1463664:1463820, ack 757, win 4063, length 156
03:26:31.251436 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1463820:1463976, ack 757, win 4063, length 156
03:26:31.251461 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1463976:1464132, ack 757, win 4063, length 156
03:26:31.251487 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1464132:1464288, ack 757, win 4063, length 156
03:26:31.251518 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1434276, win 2064, length 0
03:26:31.251534 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1464288:1464444, ack 757, win 4063, length 156
03:26:31.251573 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1464444:1464704, ack 757, win 4063, length 260
03:26:31.251599 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1464704:1464860, ack 757, win 4063, length 156
03:26:31.251631 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1464860:1465016, ack 757, win 4063, length 156
03:26:31.251658 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1465016:1465172, ack 757, win 4063, length 156
03:26:31.251684 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1465172:1465328, ack 757, win 4063, length 156
03:26:31.251709 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1465328:1465484, ack 757, win 4063, length 156
03:26:31.251736 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1465484:1465640, ack 757, win 4063, length 156
03:26:31.251763 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1465640:1465796, ack 757, win 4063, length 156
03:26:31.251792 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1465796:1465952, ack 757, win 4063, length 156
03:26:31.251821 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1465952:1466108, ack 757, win 4063, length 156
03:26:31.251846 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1466108:1466264, ack 757, win 4063, length 156
03:26:31.251872 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1466264:1466420, ack 757, win 4063, length 156
03:26:31.251898 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1466420:1466576, ack 757, win 4063, length 156
03:26:31.251923 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1466576:1466732, ack 757, win 4063, length 156
03:26:31.251949 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1466732:1466888, ack 757, win 4063, length 156
03:26:31.251974 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1466888:1467044, ack 757, win 4063, length 156
03:26:31.252013 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1467044:1467200, ack 757, win 4063, length 156
03:26:31.252047 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1467200:1467356, ack 757, win 4063, length 156
03:26:31.252086 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1467356:1467512, ack 757, win 4063, length 156
03:26:31.252114 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1467512:1467668, ack 757, win 4063, length 156
03:26:31.252139 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1467668:1467824, ack 757, win 4063, length 156
03:26:31.252166 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1467824:1467980, ack 757, win 4063, length 156
03:26:31.252197 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1467980:1468136, ack 757, win 4063, length 156
03:26:31.252223 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1468136:1468292, ack 757, win 4063, length 156
03:26:31.252250 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1468292:1468448, ack 757, win 4063, length 156
03:26:31.252276 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1468448:1468604, ack 757, win 4063, length 156
03:26:31.252302 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1468604:1468760, ack 757, win 4063, length 156
03:26:31.252339 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1468760:1468916, ack 757, win 4063, length 156
03:26:31.252365 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1468916:1469072, ack 757, win 4063, length 156
03:26:31.252397 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1469072:1469228, ack 757, win 4063, length 156
03:26:31.252424 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1469228:1469384, ack 757, win 4063, length 156
03:26:31.252452 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1469384:1469540, ack 757, win 4063, length 156
03:26:31.252479 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1469540:1469696, ack 757, win 4063, length 156
03:26:31.252504 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1469696:1469852, ack 757, win 4063, length 156
03:26:31.252533 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1438644, win 2064, length 0
03:26:31.252533 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1442648, win 2064, options [nop,nop,sack 1 {1442908:1443064}], length 0
03:26:31.252533 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1443064, win 2062, length 0
03:26:31.252533 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1443844, win 2059, length 0
03:26:31.252602 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1469852:1470456, ack 757, win 4063, length 604
03:26:31.252630 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1470456:1470612, ack 757, win 4063, length 156
03:26:31.252663 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1470612:1470768, ack 757, win 4063, length 156
03:26:31.252690 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1470768:1470924, ack 757, win 4063, length 156
03:26:31.252717 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1470924:1471080, ack 757, win 4063, length 156
03:26:31.252743 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1471080:1471236, ack 757, win 4063, length 156
03:26:31.252770 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1471236:1471392, ack 757, win 4063, length 156
03:26:31.252797 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1471392:1471548, ack 757, win 4063, length 156
03:26:31.252832 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1471548:1471704, ack 757, win 4063, length 156
03:26:31.252861 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1471704:1471860, ack 757, win 4063, length 156
03:26:31.252888 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1471860:1472016, ack 757, win 4063, length 156
03:26:31.252925 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1472016:1472172, ack 757, win 4063, length 156
03:26:31.252951 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1472172:1472328, ack 757, win 4063, length 156
03:26:31.252978 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1472328:1472484, ack 757, win 4063, length 156
03:26:31.253007 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1472484:1472640, ack 757, win 4063, length 156
03:26:31.253034 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1472640:1472796, ack 757, win 4063, length 156
03:26:31.253059 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1472796:1472952, ack 757, win 4063, length 156
03:26:31.253086 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1472952:1473108, ack 757, win 4063, length 156
03:26:31.253110 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1473108:1473264, ack 757, win 4063, length 156
03:26:31.253137 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1473264:1473420, ack 757, win 4063, length 156
03:26:31.253164 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1473420:1473576, ack 757, win 4063, length 156
03:26:31.253193 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1473576:1473732, ack 757, win 4063, length 156
03:26:31.253220 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1473732:1473888, ack 757, win 4063, length 156
03:26:31.253245 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1473888:1474044, ack 757, win 4063, length 156
03:26:31.253272 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1474044:1474200, ack 757, win 4063, length 156
03:26:31.253298 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1474200:1474356, ack 757, win 4063, length 156
03:26:31.253331 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1474356:1474512, ack 757, win 4063, length 156
03:26:31.253355 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1474512:1474668, ack 757, win 4063, length 156
03:26:31.253386 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1474668:1474824, ack 757, win 4063, length 156
03:26:31.253413 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1474824:1474980, ack 757, win 4063, length 156
03:26:31.253439 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1474980:1475136, ack 757, win 4063, length 156
03:26:31.253465 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1475136:1475292, ack 757, win 4063, length 156
03:26:31.253491 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1475292:1475448, ack 757, win 4063, length 156
03:26:31.253517 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1475448:1475604, ack 757, win 4063, length 156
03:26:31.253543 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1475604:1475760, ack 757, win 4063, length 156
03:26:31.253569 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1475760:1475916, ack 757, win 4063, length 156
03:26:31.253599 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1475916:1476072, ack 757, win 4063, length 156
03:26:31.253626 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1476072:1476228, ack 757, win 4063, length 156
03:26:31.253652 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1476228:1476384, ack 757, win 4063, length 156
03:26:31.253677 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1476384:1476540, ack 757, win 4063, length 156
03:26:31.253704 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1476540:1476696, ack 757, win 4063, length 156
03:26:31.253729 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1476696:1476852, ack 757, win 4063, length 156
03:26:31.253756 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1476852:1477008, ack 757, win 4063, length 156
03:26:31.253788 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1477008:1477164, ack 757, win 4063, length 156
03:26:31.253813 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1477164:1477320, ack 757, win 4063, length 156
03:26:31.253840 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1477320:1477476, ack 757, win 4063, length 156
03:26:31.253865 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1477476:1477632, ack 757, win 4063, length 156
03:26:31.253892 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1477632:1477788, ack 757, win 4063, length 156
03:26:31.253918 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1477788:1477944, ack 757, win 4063, length 156
03:26:31.253943 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1477944:1478100, ack 757, win 4063, length 156
03:26:31.253975 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1478100:1478256, ack 757, win 4063, length 156
03:26:31.254002 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1478256:1478412, ack 757, win 4063, length 156
03:26:31.254027 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1478412:1478568, ack 757, win 4063, length 156
03:26:31.254053 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1478568:1478724, ack 757, win 4063, length 156
03:26:31.254078 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1478724:1478880, ack 757, win 4063, length 156
03:26:31.254105 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1478880:1479036, ack 757, win 4063, length 156
03:26:31.254136 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1479036:1479192, ack 757, win 4063, length 156
03:26:31.254161 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1479192:1479348, ack 757, win 4063, length 156
03:26:31.254189 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1479348:1479504, ack 757, win 4063, length 156
03:26:31.254220 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1479504:1479660, ack 757, win 4063, length 156
03:26:31.254254 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1479660:1479816, ack 757, win 4063, length 156
03:26:31.254284 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1479816:1479972, ack 757, win 4063, length 156
03:26:31.254313 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1479972:1480128, ack 757, win 4063, length 156
03:26:31.254345 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1480128:1480284, ack 757, win 4063, length 156
03:26:31.254379 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1480284:1480440, ack 757, win 4063, length 156
03:26:31.254396 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1445560, win 2064, length 0
03:26:31.254396 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1450812, win 2064, length 0
03:26:31.254396 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1453152, win 2064, length 0
03:26:31.254451 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1480440:1480900, ack 757, win 4063, length 460
03:26:31.254478 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1480900:1481056, ack 757, win 4063, length 156
03:26:31.254504 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1481056:1481212, ack 757, win 4063, length 156
03:26:31.254530 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1481212:1481368, ack 757, win 4063, length 156
03:26:31.254557 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1481368:1481524, ack 757, win 4063, length 156
03:26:31.254588 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1481524:1481680, ack 757, win 4063, length 156
03:26:31.254615 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1481680:1481836, ack 757, win 4063, length 156
03:26:31.254640 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1481836:1481992, ack 757, win 4063, length 156
03:26:31.254666 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1481992:1482148, ack 757, win 4063, length 156
03:26:31.254692 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1482148:1482304, ack 757, win 4063, length 156
03:26:31.254717 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1482304:1482460, ack 757, win 4063, length 156
03:26:31.254744 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1482460:1482616, ack 757, win 4063, length 156
03:26:31.254773 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1482616:1482772, ack 757, win 4063, length 156
03:26:31.254800 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1482772:1482928, ack 757, win 4063, length 156
03:26:31.254826 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1482928:1483084, ack 757, win 4063, length 156
03:26:31.254850 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1483084:1483240, ack 757, win 4063, length 156
03:26:31.254877 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1483240:1483396, ack 757, win 4063, length 156
03:26:31.254901 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1483396:1483552, ack 757, win 4063, length 156
03:26:31.254927 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1483552:1483708, ack 757, win 4063, length 156
03:26:31.254953 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1483708:1483864, ack 757, win 4063, length 156
03:26:31.254983 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1483864:1484020, ack 757, win 4063, length 156
03:26:31.255010 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1484020:1484176, ack 757, win 4063, length 156
03:26:31.255035 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1484176:1484332, ack 757, win 4063, length 156
03:26:31.255061 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1484332:1484488, ack 757, win 4063, length 156
03:26:31.255087 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1484488:1484644, ack 757, win 4063, length 156
03:26:31.255112 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1484644:1484800, ack 757, win 4063, length 156
03:26:31.255138 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1484800:1484956, ack 757, win 4063, length 156
03:26:31.255167 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1484956:1485112, ack 757, win 4063, length 156
03:26:31.255194 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1485112:1485268, ack 757, win 4063, length 156
03:26:31.255221 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1485268:1485424, ack 757, win 4063, length 156
03:26:31.255245 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1485424:1485580, ack 757, win 4063, length 156
03:26:31.255271 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1485580:1485736, ack 757, win 4063, length 156
03:26:31.255296 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1485736:1485892, ack 757, win 4063, length 156
03:26:31.255323 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1485892:1486048, ack 757, win 4063, length 156
03:26:31.255348 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1486048:1486204, ack 757, win 4063, length 156
